opinion	question	dataset
1	what should i buy my 9 year old cousin a plasma or surround system?	o
1	Is Yahoo better than Google?	o
1	Who would win in a fight, a cheetah or a timberwolf?	o
1	Which is better, Disneyland or Disneyworld?	o
1	Which one is better, a Honda Accord or a Toyota Camry?	o
1	Who do u like the best Tom Cruise or Hanks?	o
1	If I found a crocodille in a land, what is the best: Run stright or run zig-zag?	o
1	What is the difference between LOVE and HATE?	o
1	which club is the best Real madried or FC Barcelona ?	o
1	which is better, external hard drive or internal hard drive?	o
1	which gang is more cruel crip or blood?	o
1	is a black or white ipod video better?	o
1	Which is better, Mac or PC?	o
1	Should i rent an apt./house or buy a house?	o
1	Green Day or AC/DC? which is better?	o
1	Which is better operating system, Macintosh or Windows for a desktop computer.?	o
1	I iam 36 should i go to a vocational school or college which one is more practical?	o
1	whould you rather travel to space or be a millionaire?	o
1	do you prefer DLS or CABLE internet?	o
1	should i buy a lexus h400 hybrid, or wait for the next generation?	o
1	Which would you rather: find your true love or be rich?	o
1	what are cooler Renaissance Faires or Medieval Times?	o
1	what search is best, google or yahoo?	o
1	Which type of manga do u prefer - shonen manga or shojo manga?	o
1	what is the different between yahoo interface in old version and lastest one?	o
1	"Is it better to study ""Information technology"" or ""Computer Information Technology""?"	o
1	What's the main difference between Windows and Linex?	o
1	what it is a more lucrative career loan officer, or car salesmen what is usually average income for the two?	o
1	What is the difference between foam soap and regular liquid soap?	o
1	Which is better Trix or Fruit Loops and why?	o
1	Which format will win? HD-DVD or Blue-Ray?	o
1	what dog is better a pug or a bulldog?	o
1	What is the difference between Yahoo! and Google's online storage.Which company offers the best arrangement?	o
1	who is a better play kobe bryant or A.I.?	o
1	What is better for an RPG gamer for a hand held system for xmas, a Sony PSP or a Nintendo DS?	o
1	which animal is stronger a polar bear or a panda bear?	o
1	What is the different between Laptop and Notebook ?	o
1	Which is better? Grand Theft Auto San Andreas or True Crime New York?	o
1	What do you think is better, Yahoo! messenger or MSN messenger?	o
1	Which language is harder to learn Chinese or Japanese?	o
1	Who will win this Sunday: Seahawks or Packers?	o
1	Who in ur view are better to hang out with irrespective of ur own gender -Guys or Girls?	o
1	What's a better first handgun; Walther PPK or a Glock 19?	o
1	live to work or work to live? Which one is better?	o
1	is las vegas better or los angeles.?	o
1	what's the difference between xbox 360 and ps3 and which should i buy?	o
1	Which one is better, Ipod or Creative MP3 Player?	o
1	Is it better to use a hairdryer or let it dry naturally?	o
1	Should I get a Honda Civic Si or a Civic EX if I have a choice?	o
1	Which is better treo or blackberry ?	o
1	which is greater compassion or understanding?	o
1	Who was first the chicken or the egg?	o
1	Should I get an iPod Shuffle (1GB) or an iPod Nano (2GB)?	o
1	For heating my downstairs area is it cheaper to run a pellet stove or 2 small electric 10 watt heaters?	o
1	what differences between windows xp pro. and windows xp for the family,besides the price?	o
1	what has more caffeine? a double latte or a large coffee?	o
1	which is better super wal-mart or mijer?	o
1	Who is better, Lindsay Lohan or Hillary Duff in terms of their acting ability.?	o
1	Which is better? Nintendo DS or Sony PSP?	o
1	What is faster - Fed Ex ground or UPS ground?	o
1	what should i get, the video ipod or the ipod nano?	o
1	Which is better:psp or xbox 360?	o
1	Which is better m&ms or skittles?	o
1	Why is Nakid Industries better than Skin Industries?	o
1	Who would win in a fight with each other, Captain Kirk from 1966 or Han Solo from 1983?	o
1	do you prefer tampons or pads?	o
1	Should god be loved more than love for parents or family?	o
1	IM CONFUSED, which came first the chicken or the egg?	o
1	Which is better, dvd+r or dvd-r, why?	o
1	Who is hotter, indians or persians?	o
1	who is better detroit or spurs?	o
1	Who would you rather have as your coach - Bobby Bowden or Joe Paterno?	o
1	Do you think drums are easier to play than other instruments?	o
1	who should i keep in my keeper league.Larry johnson or santana moss?	o
1	Would you recommend buying a XBOX 360 or repairing my PS2?	o
1	Are yahoo maps or google maps better?	o
1	Which is better, mulch or rock?	o
1	Who is bigger, Yahoo or Google?	o
1	who would prefer to date omarion or marcus houston?why?	o
1	Which gets dirtier when you wear it, the inside or outside of a sock?	o
1	which is better used car or new car for a new driver?	o
1	Who do you like more,superman or spideman and why?	o
1	Who is tougher, Brett Favre or Lance Armstrong?	o
1	Would men prefer their partner 10 lbs underweight or overweight, super toned or a less toned?	o
1	what came first, the chicken or the egg? why?	o
1	who would win in a fight godzilla or king kong and why?	o
1	Should I get the 360 or PS3?	o
1	is it better to lease or buy a car?	o
1	Who would you prefer: a kind-hearted, encouraging fellow with a lot ofproblems at home or ...?	o
1	What do you prefer : result-oriented hard-work or instictive brilliance?	o
1	Is the view of Niagara Falls better from the American or the Canadian side?	o
1	should i get a nissan 350 z or an infiniti g35?	o
1	Which is better Intel Centrino or Pentium for note book?	o
1	Which is better - Yahoo or Google??	o
1	What do you save for first - home or retirement?	o
1	which is better Bond's Aston Martin or Batman's Bat Mobile?	o
1	what the different between Linux and Microsoft?	o
1	If you were to choose between a video IPOD or PSP which would you choose? ( personally, PSP)?	o
1	What would the drawbacks/benfits be to making French toast with egg alternatives (Egg Beaters, etc)	o
1	"which is better ""Pie"" vs ""Tart""?"	o
1	What are the advantages and disadvantages to using a griddle instead of a cast-iron skillet?	o
1	"What is the difference between ""Mongolian Grill"" and ""Hibachi""?"	o
1	What is more difficult to make: beer or wine?	o
1	Should a Pound Cake be stored in the fridge or the freezer?	o
1	In what way is kosher chicken different from brined chicken in terms of salt absorbtion?	o
1	What's the functional different between a skillet and a saute pan?	o
1	What is the difference between grape and cherry tomatoes?	o
1	"What is the difference between caramelized onions and ""crispy onions""?"	o
1	Should I buy steel or ceramic knives?	o
1	What's the difference between gazpacho and normal soups?	o
1	What is the difference between good quality chocolate and cheap chocolate?	o
1	Will microwaving lemons make them easier or more efficient to juice?	o
1	What is silken tofu compared to regular tofu and how do you use it?	o
1	What is the difference between quick bread and cake?	o
1	What is the difference between risotto rice and paella rice?	o
1	What's the difference in baking bread in a loaf pan vs. in a Dutch oven?	o
1	What is the difference between pizza sauce and spaghetti sauce?	o
1	Which method of preparation would produce a more tender and juicier steak, grilling or broiling?	o
1	What are the benefits of vinaigrette vs. pouring oil and vinegar separately on salad?	o
1	What are the pros and cons of coarse and fine coffee ground?	o
1	What's best: boil eggs in advance or just before use?	o
1	Which to choose to refreeze or to refrigerate?	o
1	What is the lesser evil, degassing too early or too late?	o
1	What is the difference between a wilted salad and a massaged salad?	o
1	To achieve maximum flavour is it better to cut or tear basil leaves?	o
1	"What is the difference between ""vanilla"" and ""Mexican vanilla"""	o
1	Which is better Turkish delight: cornstarch or gelatine?	o
1	What's the difference between pink tea and other types of tea?	o
1	Ceramic vs Stainless Steel in coffee mugs which is better	o
1	What are the differences between Big Chicken vs Small Chicken: weight and stuffing volume ratios	o
1	What is the difference between Milk Chocolate and Dark Chocolate?	o
1	Would using milk powder better than fresh milk when poaching?	o
1	Why does Chinese food reheats better on stove than in microwave?	o
1	What are the benefits, if any, of using a pizza stone in a toaster oven?	o
1	Raw meat or prepared food? Which lasts longer? - Short term	o
1	Which is better Deep frying - beer batter vs. bread crumbs	o
1	Which diploma, ATCL or dipABRSM	o
1	Is it easier to play on a Grand Piano than an Upright Piano?	o
1	Why is a grand piano better than an upright piano?	o
1	What are the differences between coated drumheads and clear drumheads?	o
1	Pushing a tube amp : is it better use the channel volume or master volume?	o
1	Which interface to choose for connecting my electric guitar to the computer?	o
1	Which is better for Piano--Sight Read vs Memorising	o
1	Which is better guitar practice: more often but less time or once in a few days but for a few hours?	o
1	What are the benefits and drawbacks of active pickups?	o
1	What is the difference between male head voice and falsetto?	o
1	Is the alto recorder any 'quieter' than the soprano?	o
1	What are the benefits and drawbacks of the Floyd Rose SpeedLoader tremolo system?	o
1	How do you choose which acoustic piano to buy?	o
1	What is ideal to learn first - scales or chords?	o
1	What's the difference between alnico and ceramic pickups?	o
1	What's the difference between genre and style?	o
1	What are Advantages/Disadvantages of a line out compared to a close mic system	o
1	Why do wooden woodwinds sound better than plastic?	o
1	What is the difference between Overdrive and Distortion?	o
1	Is True Bypass better than Buffered Bypass? Is it possible to be neither?	o
1	What are the advantages of WAV vs. MP3?	o
1	"What are the pros/cons of the ""tuning-in-slide"" method of trombone design?"	o
1	Learning guitar, should I start at low end or high end?	o
1	What are the advantages and disadvantages of Xponent and Torq vs a Traktor S4 and Traktor Pro 2?	o
1	Which one has more impact on the sound, the string or the body?	o
1	Starting piano - which instrument to choose?	o
1	What's the difference between a junior guitar and a normal guitar?	o
1	"What's the difference between ""modal music"" and ""tonal music""?"	o
1	Is it better to play the keyboard standing or sitting?	o
1	What distinguishes Rock-n-roll from Rhythm-n-Blues?	o
1	what's the difference between light rosin and dark rosin?	o
1	Do you prefer conciseness or readability in your code?	o
1	Which is best for learning how to do a certain thing: writing your own or looking at someone else's?	o
1	What are Pros and cons for open or close sourcing niche type products	o
1	What do you look at first: the code or the design?	o
1	Which is better Java or C++ for university CS courses?	o
1	What keymap do you prefer in ReSharper?	o
1	How is Agile different from XP?	o
1	Which is better Installer or Portable	o
1	What are the main advantages and disadvantages of LL and LR parsing?	o
1	Which is better ASP.Net or WPF(C#)?	o
1	Is developing With Ruby/Rails Easier, Faster Than Developing With PHP/CakePHP?	o
1	Is embedded programming closer to electrical engineering or software development?	o
1	Should I use a single platform for common services or modularize them?	o
1	What is the difference between WCF service and a simple Web service in developing using .NET Framework?	o
1	Should APIs be in en_US or en_GB or both?	o
1	When is it more productive to build your own framework than to use an existing one?	o
1	Windows Phone 7 dev: C# or silverlight for a simple app? Which is better	o
1	What are is better programming skills, problem solving genius or language guru?	o
1	What should I choose Staying techie or going the MBA way?	o
1	What should be first - functionality or design?	o
1	What are Pros and cons of working remotely / from home	o
1	What differentiates the exceptional programmers from the really good ones?	o
1	What should come first: testing or code review?	o
1	Is Flash really superior to Java applets?	o
1	How to differentiate between trivial and non-trivial software?	o
1	Why should we NOT do frequent deployment in PROD or to test server?	o
1	What are the advantages and disadvantages to using your real name online?	o
1	What are good and free unit-testing alternatives to Telerik's JustMock	o
1	Does Eclipse or Netbeans offer better support for JavaFX development?	o
1	What are Advantages of Ubuntu LTS versions over regular Ubuntu?	o
1	What are the benefits of a dual-core CPU over a quad-core in a desktop PC?	o
1	what's the difference between x58 and x86 architectures?	o
1	What is Windows 7 performance compared to XP	o
1	Which is better Wireless PCI Card vs Wireless Bridge?	o
1	What are the feature differences between Windows 7 Enterprise and Ultimate?	o
1	Is writing dvd's at a lower speed better for reliability?	o
1	Which is better Windows 7 + lang pack versus national version?	o
1	Is free security software as good as paid security software?	o
1	What should I choose New Macbook Pro 500gb: 5400rpm vs 7200rpm	o
1	What are the features of Windows Live Movie Maker vs. Windows XP Movie Maker	o
1	What is Silverlight and how is different from flash? Why should I install it?	o
1	Are On-Screen Keyboards Really More Secure?	o
1	What are advantages of Cd Burning Software vs built in Windows CD Burner	o
1	Which is better Windows 7 RTM 32Bit vs 64Bit (with 4GB RAM)	o
1	Windows 7: Should I Install 64-bit or 32-bit Version? (x64 vs x86)	o
1	What to choose Memory sticks, 32 and 64 Bit OS	o
1	What are the advantages of symlinks over hard links and viceversa?	o
1	Install software: which to choose .msi or .exe?	o
1	What are the difference between i7 920 and 940 processors in real-life use?	o
1	SSD raid array, should I pick 0 or 5?	o
1	Which should I install first, Windows XP or Windows 7?	o
1	Is it better to dual-boot or run a VM?	o
1	What has more impact on performance: Readyboost or paging file on a system with 2GB RAM?	o
1	Which is better Intel Celerdon D 351 3.2Ghz or AMD Athlon 64 3200+	o
1	What are the differences between Lotus Symphony and OpenOffice.Org?	o
1	What is the difference between the always-reloading and not-so-often-reloading websites?	o
1	What is the difference between Unix and Linux?	o
1	Should I use NUMA or SMP with Vista 64-bit?	o
1	Choosing between two video cards: nVidia GTS240/250 vs. ATI HD4870 which is better	o
1	What's the difference between an Intel Celeron and an Intel Pentium processor	o
1	Intel CPU: Core 2 Duo vs. Xeon Dual Core. Which is faster?	o
1	which is better Bluetooth versus Wireless for VoIP	o
1	What's the difference between /etc/bash.bashrc and ~/.bashrc? Which one should I use?	o
1	Which is better VISE or InstallerMaker for Snow Leopard?	o
1	What's better Ghost or Virtualization?	o
1	Which is better Integrated Graphics vs Dedicated Video Card on laptops	o
1	How good is the old NEC Multisync 2180UX compared to todays panels?	o
1	"Mac OS: ""Minimize"" vs ""Hide"" - what's the difference?"	o
1	Any ideas on which is better? MS One Care or Spyware Doctor?	o
1	Which one to choose Minimalistic Linux or opensolaris HOST suitable for VM Guests	o
1	Is SSD better than Superfetch?	o
1	Which is better WiFi vs. Wireless	o
1	Which Shanghai airport is convenient for city center? Hongqiao or Pudong?	o
1	Who would win Biathlon World Cup in Russia: Sochi or Khanty-Mansiysk?	o
1	It is cheaper to buy the whole trip or leg by leg?	o
1	What should I choose Weekend in Turin or Genova?	o
1	Which is better for Mexico to Tierra de Fuego, bus or own car?	o
1	Getting to Cappadocia: Nevsehir or Kayseri Airport? Which is better	o
1	Market economy: Why air is cheaper than train?	o
1	Which is better simple phone for US-only use: GSM 850/1900, or CDMA/IS-95?	o
1	Is it cheaper to book Dutch train tickets online in advance compared to paying on the day?	o
1	which is better Car rental with baby seats: is it better to carry seats or rent seats?	o
1	which car rental should I pay now or pay later?	o
1	Is it better to ask a question in English or Japanese if you are expecting a reply in English?	o
1	Is it easier to unlock my phone and have it activated with a local provider in another country or to buy a local pay and talk phone?	o
1	Is it better to ship bicycle from Egypt to Leipzig, Germany or to buy/rent one?	o
1	Which is better New York airports: JFK or EWR for brief stopover	o
1	is it better to buy alcohol duty-free or in US?	o
1	Which is better in Alaska, from Anchorage to Fairbank, car/hotel vs MotorHome	o
1	Which is better in Japan: Car rental vs public transport	o
1	Which airport has better connections with the Wellcome Trust Genome Campus in Hinxton, Stansted or Cambridge?	o
1	Are flights (generally) cheaper on Friday the 13th, compared to regular Fridays or 13ths?	o
1	Which is better Ferrying Icelandic rental car vs renting on Faroe Islands	o
1	Will the traffic and parking be easier in York on a week day or a weekend?	o
1	On a trip to Belgium, should I stay in Bruges or Ghent?	o
1	Is train or bus cheaper in Austria?	o
1	Train from Budapest to Zagreb - buy in advance or at the train station? Which is better	o
1	Which is more convenient in Hong Kong ? Stroller or baby sling?	o
1	Why is Diet Coke more expensive than regular Coca-Cola and other soft drinks in Indonesia?	o
1	Why are round-trip car rentals much cheaper than one-way car rentals?	o
1	"What's the difference in content and focus between ""Wallpaper*"" guidebooks and others?"	o
1	In London, it is better to do sight-seeing in the morning or the afternoon?	o
1	Are there any (dis)advantages to homestay in Ealing as opposed to a Zone 2 area in London?	o
1	Why is Mumbai - London - Dallas - Denver more expensive than Bangalore - Mumbai - London - Dallas - Denver?	o
1	Is an open-ended ticket more practical than a one-way ticket for touring China?	o
1	From Brussels to Rotterdam: Intercity or Thalys which is better	o
1	Is internal train travel in France cheaper on day, or when pre-booked from UK?	o
1	Is Paying by credit card while overseas in US dollars cheaper or in the local currency?	o
1	Which is a better layover: Dubai or Doha	o
1	What is better to stay at the airport for my 8-hour layover in Tocumen, or spend a few hours in Panama City?	o
1	For fear of flying is drinking alcohol a healthier option than pills?	o
1	Which is better Palm Treo 650 or the Blackberry 7100 or 8700?	o
1	Which is better Plasma or LCD?	o
1	Is it better to pay down high balance on credit cards or pay off car payment prior to mortgage app?	o
1	Which was earlier a chicken or an egg?	o
1	What do you think will be better; Xbox360 or PS3. Please support answer with facts.?	o
1	which is better disney world or unirevsal studios?	o
1	What’s better la rush or need for speed most wanted?	o
1	Are plasma or LCD TV sets better? And why? Thanks.?	o
1	who has more lust men or women ?	o
1	Which sounds more impressive, MD or PhD?	o
1	Would you use a Gigabit lan or an optical lan?	o
1	Which came frist egg or the hen in the world?	o
1	Which do you like better: Halo or Halo 2?	o
1	which is better dell or apple?	o
1	What is better a 64 bit processor or two 32 bit processors???	o
1	Who is better Aniston or Jolie?	o
1	Is wool clothing really aways better than cotton for the cold?	o
1	Is The Cobert Report or The Today Show with Jon Stewart better?	o
1	Jessica or Halle who's hotter??	o
1	Is priming mini's in white or black best for amateur painters?	o
1	Do you think Good Charlotte or Simple Plan is better?	o
1	Is Blatent Racism Stronger in the North or the South.?	o
1	which one is better benz or BMW   ???	o
1	What better Charging your IPOD video w/ usb2.0 or with a home charger?	o
1	Which is better Limewire or Bearshare?	o
1	I can't decide what restaurant to take my parents to, cheesecake factory or claim jumpers? Its their 50th HELP	o
1	Which search engine is better? Yahoo or Google?	o
1	Is it better to buy a condo or a house in Las Vegas?	o
1	what is better? Playboy or Hustler?	o
1	miele asko bosch dishwasher - which one too choose?  looking for quality, functionality.?	o
1	Which is better? GiganticURL or TinyURL?	o
1	Who is better Shah Rukh or Aamir Khan?	o
1	what is most important love or lover?	o
1	is Palm X better than Palm T5?	o
1	which artist do u like better 3 doors down or nofx?	o
1	Which is faster, and African or European swallow? Also, how can either carry a cocunut?	o
1	What do you prefer : easy questions or difficult ones that challenge you?	o
1	What is better, an iPod or a Dell DJ, and why?	o
1	What planes are best, Boeing or Airbus?	o
1	Who rocks harder Bon Jovi or the Scorpions?	o
1	Which do you think is better? 'SIMS Bustin Out' or the sims 2 (GBA)?	o
1	Which was better?  Sam Raimi's Spider-Man or Christopher Nolan's Batman Begins?	o
1	Would you rather have bendy straws for hair or crayons for fingers?	o
1	what is the difference between hardcore and softcore porn?	o
1	Who are you closer to your dad or your mom?	o
1	what do u like more during christmas the presents or family?	o
1	Who do you like better, Dakota Fanning, or Cameron Bright? Why?	o
1	which one is better....yahoo search or google search and why?	o
1	Who is the best batsman Brain Lara or Sachin Tendulkar?	o
1	who is the strongest hulk or superman?	o
1	What do guys like better for a gift; a wallet or a shirt?	o
1	Verizon Wireless or Cingular wireless which is the best?	o
1	Who is the more powerful Jedi, Obi Wan or Aniken?	o
1	Who would win in a fight, a Samurai or a Ninja?	o
1	For cheap ATA/IDE drives, is it better to get a SATA adapter or a IDE/PCI card?	o
1	Should I buy a PS2 or original Xbox?	o
1	Which is more healthier to eat; hardboiled eggs or scrambled?	o
1	do women prefer hair or bald men?	o
1	who came first on earth a man or a woman???????	o
1	Who cooks best, men or women?	o
1	Why the basketball is better than the football?	o
1	Do you prefer a real Christmas tree or a fake one?	o
1	which is better psp or ps2?	o
1	which is better plasma or LCD big screen tvs?	o
1	I'm in the market for a new laptop... should I go with a Powerbook or a Vaio FJ series?	o
1	Is a good sex life more important than communication in a relationship?	o
1	Which onlite site is best for meeting BBW Woman who are looking for friendship?	o
1	Who seems more guilty?   O.J. Simpson or Michael Jackson?	o
1	is beer or coke worse 4 u 2 drink in a long term acount?	o
1	which came first? Chicken or the egg?	o
1	which one you prefer Windows or Linux?	o
1	Which chocolate is more popular with woman..dark or milk? and why?	o
1	What country is a better place to live, the USA or Canada and why?	o
1	Why would a laptop be better than a desktop?	o
1	Who do you prefer to work with: energetic, excited, briiliant young people or experienced, knowledgable older?	o
1	Who are more intelligent men or woman(i think we know the answer)?	o
1	Who's better, Adam Vinatieri or David Akers?	o
1	What is a better gift for a 25 year old guy: A hunting rifle or an Xbox?	o
1	Cross Country Road Trip.  Who do you sit next to? CHARO or PAULY SHORE?	o
1	which do u like more -coffee or tea?	o
1	Which company is better overall--Google or Yahoo?	o
1	Should I have a chineese girl friend or Italian GF?	o
1	"which one is more delicious ""khinkali"" or ""khachapuri""?"	o
1	which is more usefull ASP or PHP?	o
1	What's better...a ham sandwhich or a grilled cheese sandwhich?	o
1	David Letterman or Jay Leno. Who is more funny?	o
1	Will Xbox 360 or Playstation 3 win the next generation console-war and why?	o
1	what is more important, being right, or being compassionate?	o
1	what tastes better--octopus or crabs?	o
1	Which do you prefer, Weezer  or System of A Down?	o
1	Which is a better vehicle:BMW or Audi?	o
1	Which one you prefer ATI or Geforce?	o
1	Which is more difficult? Skiing or snowboarding?	o
1	who's better, Omarion or Mario?	o
1	Who was the first first move? guyz or galz?	o
1	Which one is better - AMD Turion64 or Intel Pentium 4?	o
1	would you buy your 16 yr old a new car, or an old car with character?	o
1	Apple vs Microsoft - which do you like better?	o
1	Is it better to use hot water or cold with the garbage disposal running?	o
1	Who has a more flexible license Yahoo Maps, or Google Maps?	o
1	ARNOLD(TERMINATER) or SYLVESTER STALONE (RAMBO)? whoz best ?why?	o
1	What is the difference between AGP and PCI graphics cards?	o
1	what is the best tv to buy, lcd or plasma?	o
1	do you think that neon or baby blue would be best to paint a wall?	o
1	what would you buy? a nokia 6101 or a samsung x640?	o
1	Which is better Opera or Firefox?	o
1	Is cell reception better with cloud cover, or a clear sky?	o
1	Which is better yu-gi-oh or pokemon?	o
1	Should we buy a Prius (hybrid) or a Honda Accord?	o
1	What should i get...sirius or XM satellite radio?  Or neither?	o
1	Who came Chicken or egg first?	o
1	Do you think s2000 is a good car?	o
1	Which is a better belief system - to think & analyse before believing or to have blind faith?	o
1	Why is google more popular in searching than yahoo?	o
1	Which is better, Direct TV or the Dish Network?	o
1	Is it better to fly or take a cruise to Amsterdam?	o
1	How much better is Playstation 3 than Xbox 360?	o
1	Would you rather be smarter or better looking?  Why?	o
1	When is the best time to start an herb garden?	o
1	Which is better, XMradio or Sirius?	o
1	Who do you think is better between Superman & Batman?	o
1	What is the difference between Microsoft XP Professional and XP Home Edition?	o
1	Which kicker to start this weekend? SF or Rams?	o
1	Should I buy an Acura TL or a BMW 325i?	o
1	What attracts you more: the cool calm moon or the bright hot sun?	o
1	Who is the best Michael Jackson or prince?	o
1	Which one to choose - football or cricket ?why?	o
1	What do you think is better; Cingular or Verizon?	o
1	what comes frist the chicken or the egg?	o
1	Which has more caffeine, coffee or tea??	o
1	which one is better, fried eggs or boiled egges for kids?	o
1	Which is better,Britney or Christina?	o
1	What came first the chicken or the egg?	o
1	"What is the difference between ""Circus Animals"" and ""Animal Crackers"" brand food?"	o
1	What's worse, ARROGANCE or IGNORANCE?	o
1	Should I buy iPod shuffle or a handheld with mp3 player? (I already have a handheld, but without any player)?	o
1	Are computers in japan better than in the united states?	o
1	what is better love someone or when someone love you?	o
1	Who will win, Ohio State or ND?	o
1	CARS! Should I by a 1999 Altima w/70K miles -$5,500 or a 2000 Jetta w/50K miles-$7,000? Which one is better?	o
1	if wolverine were to have a younger sis or brother, which would be funnier?	o
1	who came first egg or hen?	o
1	what would you choose to fly 'dream liner' or 'double decker airbus',who will win future transport?	o
1	which sex is more likely to cheat? MEN or WOMEN?	o
1	Is New York better than London?  from a tourist perspective?	o
1	Should i buy a house in NYC or in New Haven CT.?	o
1	What is cheaper, Amazon.com or BN.com?	o
1	Who makes the better CPU, Intel or AMD?	o
1	What’s better tv or video games?	o
1	Which is better PC or MAC?	o
1	who is more stubbern,the donkey or the mule?	o
1	Which do you prefer Windows or Macintosh?	o
1	"Who do you think was better qualified for the role as ""The Apprentince"", including those who were fired?"	o
1	which is more harmful tea or coffee?	o
1	What will be better, PS3 or Nintendo Revolution?	o
1	Which do you prefer, Beatles or Pink Floyd?	o
1	What's the difference between Windows and linux systems?	o
1	WHICH IS HOTTER Jessica Simpson, or Reese Witherspoon?	o
1	What do you prefer? Real news or Gossip...?	o
1	is it easier to housebreak a male or female dog?	o
1	Which browser is better IE or Firefox?	o
1	Is it better to mix 87 octane with 92 instead of straight up 92 for a lexus car?	o
1	which is better, DSl or cable?	o
1	what tv's are better. Plasma or HDTV?	o
1	which is the more powerful crime family - the corleone's or the soprano's?	o
1	What came first, the egg or the chicken???	o
1	I need help deciding wether to buy a Apple or PC laptop and which kind for EDU. purposes?	o
1	What makes Firefox so much better than all the other browsers?	o
1	What are the differences between M.Sc, M.Tech and M.Eng.?	o
1	Which is better Personal web page vs Academia.edu vs ResearchGate	o
1	What is the difference between keynote, invited, and oral conference presentations?	o
1	What is the difference between 'PhD by Published Work' VS 'h.c. PhD' VS 'Dr hab'?	o
1	What's the difference between pan frying, sauteing, and shallow frying?	o
1	What is the difference between ice cream, gelato, and sorbet?	o
1	What's the difference between jam, jelly, and preserves?	o
1	What is the difference between green, white and black tea?	o
1	What is the difference between baking bread in a loaf pan made of stoneware vs metal vs iron cast?	o
1	which is better Blender vs food processor vs juicer	o
1	Sautéing vs Frying vs Caramelizing -- what's the difference?	o
1	What is the difference between roasting, baking, and broasting?	o
1	Is morning, afternoon or in-between sun the best for fruit trees?	o
1	Which is better Virtualbox, VMware, KVM or other for Ubuntu virtualization?	o
1	What's better a better VM app: VMWare, Parallels or Virtual PC	o
1	What is the Difference between Berlin CityTourCard, Berlin WelcomeCard or 7-Tage-Karte for 8 days' stay?	o
1	Where should I go Delhi, Beijing or Japan for sightseeing in May with a teenage daughter?	o
1	Single travelling in Sep-Oct - which destination: China, Russia, Barcelona + Portugal, or Cuba?	o
1	Which is better dr pepper or coca cola or sprite or 7up?	o
1	What car do you think is better? the New Toyota SUVs or Sport Utility or the BMW M Series or Chrysler pacifca?	o
1	Is it more cost effective to open a business in DC, Virginia, or Maryland?	o
1	Which is better Firefox, Internet Explorer, or Opera?	o
1	Overall which TV is best? LCD, DLP, or Plasma?	o
1	which anime do you like more, Inuyasha, Naruto,Carcapter, or Full moon, why?	o
1	What type of window is a better value: vinyl, fiberglass/fiberglass clad wood, wood, or aluminum clad wood?	o
1	Which do u think is better & why? Yahoo, msn, or aol?	o
1	So what do you think is better out of AOL, MSN, and Yahoo! messengers?	o
1	who do think is hotter johnny depp or chad michael murray or criss angel?	o
1	Which is the better digital Camera brand _ Sony or Nikon or Olympus?	o
1	what do you like better? Skydiving, Hangliding, or Paragliding?	o
1	Which Cross Country Skis are better? Rossis, Fischer RCS, or Atomic beta?	o
1	which is better chicken, Beef, Pork or Fish?	o
1	Which is the better Labrador Retriever for duck hunting? Yellow, Black or Chocolate?	o
1	Who is the real Pink Floyd? Roger Waters, David Gilmour or Syd Barrett?	o
1	What’s your fav shark or hamster or snake?	o
1	What model truck is better Toyota,Ford,Chevy,Dodge,Nissan?	o
1	Abercrombie, American Eagle or Gap.... which one you prefer and why?	o
1	who should be drafted higher;bush,leinert,or young?	o
1	who would you like to be superman spiderman or mightymouse?	o
1	Which is more reliable: UPS, FedEx, DHL, or the USPS?	o
1	Who has a better fantasy football product? Yahoo!, ESPN or SportsLine?	o
1	yahoo mail or gmail or hotmail? which one you prefer ?	o
1	Which store is better Abercrombie, Hollister, Aeropostale, or American Eagle?	o
1	Who is better Beyonce, Mariah or J-Lo?	o
1	For Clothes: Salvation Army, Goodwill, or Plato's Closet and Why?	o
1	Which is better English muffin, bisquit or bagel???????????	o
1	What is the better home page out of my.yahoo, yahoo 360, googl.com/ig and the microsoft page?	o
1	Which is better Verizon, Cingular, T-Mobile, Sprint or Nextel?	o
1	who's hotter Kelly Kapowski, Jessie Spano, or Lisa Turtle?	o
1	should i get a k20a, sr20det, or a b16/18 motor for my integra?	o
1	Should I use lighter or heavier paper for my printed dissertation?	o
1	Should I host my academic website under my institution domain or under a domain of my own ?	o
1	To choose which Masters program to attend, should I favor institution or specialization?	o
1	Are two undergraduate degrees better than one master degree?	o
1	Which is considered more valuable for faculty job applications, teaching experience or participation in conferences?	o
1	Which is preferable, to go to graduate school at same school as undergrad or to go to a lower-ranked school?	o
1	What is the benefit of writing lecture notes for an introductory course vs using a textbook?	o
1	Which is the better scheme for a poster: “tell a story” or “important first”?	o
1	"Should I write ""we"" or ""I"" in my research statement?"	o
1	Would graduate committee be more favorable to a barely passed grad course or no grad course at all while undergrad	o
1	"Is it better to submit a paper to a journal ""normal"" issue, or wait 4 months and send it to a more focused ""special section"" of the same journal?"	o
1	Is university teaching better than high school teaching experience in applying for teaching-funded PhDs?	o
1	Is it better to go to class, or watch the recorded lectures?	o
1	What advantages and disadvantages should I consider in deciding whether to publish my academic book traditionally or self-publish?	o
1	Which is better 1-year professional masters at excellent school or 2-year research-oriented masters at great school?	o
1	Should those more interested in research choose a postdoc or teaching position?	o
